k,EventType,EventID,rMATS,SUPPA2,ESGq
13,SE,chrX:15103145-15106440-15106450-15109696,0.016,nan,0.07277274662332134
13,SE,chr2R:9124146-9124743-9125221-9125550,0.18,0.1387450192,0.16019780125688987
13,SE,chr3R:6001737-6002062-6002722-6003672,-0.051,nan,-0.01090555292082953
13,SE,chr3R:16289840-16292475-16292542-16292723,-0.058,nan,-0.07953345340259872
13,SE,chr3L:830342-830621-830729-830907,-0.42,-0.4036611698,-0.4050789444437731
13,SE,chr2R:7640618-7640831-7647678-7648296,-0.091,nan,-0.09638934409288011
13,SE,chrX:2030860-2034954-2035196-2042046,-0.041,nan,nan
13,SE,chr2R:24744840-24751299-24751384-24752670,-0.137,nan,-0.29087997772208307
13,SE,chr3R:30573073-30577178-30577559-30578116,0.114,0.2514617977,0.05616969903755664
13,SE,chr3R:25682432-25683057-25683384-25683472,0.605,0.5658270576,0.52347663257601
13,SE,chr2L:21275807-21277277-21278430-21281131,nan,0.2956878901,-0.012030756170343881
13,SE,chr3R:27261941-27262115-27262161-27262226,-0.315,nan,-0.48234327400994065
13,SE,chr2R:21022134-21022333-21022463-21023433,-0.485,nan,-0.17885466841823583
13,SE,chr3L:9400954-9401039-9401368-9402279,0.365,0.4722086262,0.31932972026048734
13,SE,chr2L:5068395-5069126-5069220-5070096,-0.215,-0.205698962,-0.16345688997044008
13,SE,chr2L:9127467-9148754-9148800-9154658,-0.006,nan,nan
13,SE,chr3L:2631917-2631976-2632122-2633537,-0.041,nan,0.11207096750759526
13,SE,chr3L:26008178-26010106-26010355-26013542,-0.141,nan,nan
13,SE,chr3R:5275088-5291989-5292080-5292639,-0.076,nan,-0.08183434756537628
13,SE,chr3R:17675534-17675641-17675738-17676086,-0.249,-0.3709826637,-0.287044008700826
13,SE,chr2R:14507350-14507415-14507482-14507539,0.546,nan,0.4597101500796909
13,SE,chr2L:19611627-19643330-19643373-19644267,nan,-0.7549792282,nan
13,SE,chr2R:10148153-10148632-10149095-10149347,nan,-0.3964697186,-0.4086099086099086
13,SE,chrX:15937755-15938231-15938336-15938757,-0.104,nan,-0.1617165489220817
13,SE,chr3L:11226802-11227672-11228089-11229112,-0.262,nan,-0.09745120629983361
13,SE,chr2R:10296048-10300489-10300589-10304596,0.025,nan,nan
13,SE,chr2R:21019583-21019739-21019860-21020086,-0.13,nan,-0.10857932368601841
13,SE,chrX:13596749-13599415-13599461-13600069,0.469,0.0815897855,0.5315425708581984
13,SE,chr3R:7190797-7191131-7191165-7191388,0.174,nan,0.23345731123715718
13,SE,chr3L:3083810-3084807-3084901-3085203,0.24,nan,0.34526283475809977
13,SE,chr3R:16297346-16298044-16298123-16298469,-0.041,nan,-0.3070170465742283
13,SE,chr3L:6754494-6754744-6754808-6755072,0.149,0.1955517663,0.11186565225413747
13,SE,chr3L:7513393-7513522-7513622-7513817,-0.227,nan,-0.22482995533775424
13,SE,chr3L:16063174-16063542-16063738-16063885,-0.098,nan,-0.19721747388414054
13,SE,chr4:99476-104082-104529-107402,-0.465,nan,-0.43144756701925485
13,SE,chr3L:14200808-14201621-14201667-14212193,-0.735,-0.6780815343,-0.568220295954901
13,SE,chrX:12573410-12573724-12573815-12581571,-0.106,nan,-0.0973908081751218
13,SE,chr2L:6678757-6678911-6679263-6679985,-0.145,-0.1626055123,-0.14699423904133402
13,SE,chr2R:9475205-9475308-9475426-9476100,0.312,nan,0.2903225806451615
13,SE,chr3R:13431354-13431414-13431535-13431668,0.092,0.2479313348,0.14208316136133048
13,SE,chr3R:9592186-9607912-9607975-9621518,0.196,nan,0.1311892167559311
13,SE,chrX:18109571-18110503-18110605-18113257,0.08,nan,nan
13,SE,chr3L:17893387-17893451-17893557-17895030,0.186,0.1702954414,0.13247135754431477
13,SE,chr2R:21205542-21205745-21205815-21208469,-0.025,nan,-0.07119646250023111
13,SE,chr2R:13821558-13821765-13822126-13823791,-0.52,nan,nan
13,SE,chrX:19742893-19743443-19743707-19744261,-0.089,nan,nan
13,SE,chr2L:4844773-4845086-4845159-4845253,-0.225,-0.1787087732,-0.17117463425306934
13,SE,chr2R:20885369-20886280-20886407-20886522,-0.393,nan,-0.22222222222222218
13,SE,chrX:11883622-11884797-11885057-11886955,-0.196,nan,-0.13416289592760178
13,SE,chr3R:13698282-13698342-13698860-13699067,-0.258,-0.2052505814,-0.321144495448293
13,SE,chr3L:1659991-1660196-1660227-1661108,-0.102,nan,-0.19960395666083883
13,SE,chr2R:2515909-2553782-2553878-2565118,-0.065,nan,nan
13,SE,chr2L:21635211-21635619-21635732-21637658,0.306,nan,0.44113402936932344
13,SE,chrX:18106932-18109469-18109571-18110503,-0.165,nan,nan
13,SE,chr4:1038435-1040012-1040079-1045155,-0.083,nan,-0.09232261488743598
13,SE,chr4:1020016-1022241-1023681-1026962,nan,0.8486236435,0.024351720886374384
13,SE,chr2R:12612885-12613566-12614346-12615906,-0.164,0.5841058593,0.19046899003357592
13,SE,chrX:6577113-6577943-6583344-6585695,-0.269,nan,-0.17902322180857128
13,SE,chrX:5665487-5665541-5665628-5665687,-0.032,nan,-0.05954769278595444
13,SE,chr3R:5762756-5776951-5777126-5780863,0.044,nan,-0.2816888615547185
13,SE,chr2R:15765253-15773040-15773254-15773815,nan,-0.1947957605,0.07652023299082134
13,SE,chr2R:15947607-15948163-15948711-15948807,nan,-0.3867318696,0.06739096682548018
13,SE,chr2L:10989875-10989973-10990784-10991058,-0.69,nan,-0.7375519904931669
13,SE,chr2L:8044072-8044361-8044779-8044846,nan,0.7999852169,nan
13,SE,chrX:10798994-10799750-10799925-10805265,-0.79,nan,-0.6986421691603347
13,SE,chr2R:17520929-17521831-17521901-17524083,0.399,nan,0.024444444444444602
13,SE,chr3R:16632769-16634373-16634383-16635545,-0.137,nan,-0.38864312881521107
13,SE,chr2R:19473968-19474527-19474642-19477633,-0.045,nan,-0.1605143607830729
13,SE,chr2R:10061365-10061617-10061897-10062099,0.127,nan,0.1562985621189954
13,SE,chr3L:1716557-1716674-1716708-1716796,0.289,nan,0.40002595717095524
13,SE,chr3L:9830786-9830999-9831441-9832477,0.095,nan,nan
13,SE,chr3R:29133430-29133860-29133962-29135048,-0.24,nan,nan
13,SE,chr2L:17401291-17401515-17401582-17402374,nan,0.1338893885,0.1449980519231121
13,SE,chrX:18625818-18625968-18626148-18628473,-0.134,-0.1932415717,-0.1858025073880352
13,SE,chr3L:2439831-2442435-2442961-2443389,-0.126,0.2084579438,-0.04725642635247154
13,SE,chr3L:2119130-2124181-2124614-2125238,-0.294,nan,nan
13,SE,chr2R:7677735-7677997-7678405-7678569,-0.274,-0.3193823701,-0.2412808255903604
13,SE,chr2L:22844848-22848969-22849093-22849213,0.29,0.3098890117,0.15931768143778968
13,SE,chrX:6585951-6586956-6587105-6588066,-0.306,nan,-0.3260197246266015
13,SE,chr3R:27067200-27067357-27067496-27069143,0.198,nan,0.1847922192749779
13,SE,chr3L:7818224-7853182-7854190-7867240,-0.442,nan,nan
13,SE,chr3R:11203786-11204564-11204832-11206905,0.308,nan,nan
13,SE,chr3L:14776986-14777105-14777242-14777338,0.463,0.4754402342,0.4241801833672366
13,SE,chr3R:4284407-4288071-4288084-4295128,0.082,nan,0.06167842811678437
13,SE,chr2R:10294967-10295290-10295324-10295741,-0.175,nan,-0.1297479700090487
13,SE,chrX:6062065-6063071-6063243-6063332,0.289,nan,0.24004455230368016
13,SE,chr2R:4727954-4728008-4728125-4728432,-0.118,nan,nan
13,SE,chr3L:9415467-9417651-9417815-9418343,0.147,nan,nan
13,SE,chr2R:22930320-22930388-22931281-22931514,nan,-0.1505850785,0.021250476477743696
13,SE,chrX:4674620-4676253-4676573-4679264,0.147,nan,nan
13,SE,chr2L:13384023-13384656-13384795-13384983,0.422,0.4569744627,0.38510387771973675
13,SE,chrX:18113576-18113729-18113923-18114610,-0.012,nan,nan
13,SE,chrX:15820554-15821008-15821774-15823186,-0.067,nan,0.13905372618478154
13,SE,chr3R:27705852-27706259-27706502-27706554,-0.456,-0.4964666381,-0.6637569044421507
13,SE,chr2L:11103170-11103322-11103410-11103843,-0.616,-0.5611325959,-0.5803008022517343
13,SE,chr2R:5121653-5121772-5121841-5121982,-0.093,nan,-0.064523401835896
13,SE,chr3R:23802242-23806310-23806538-23806625,-0.109,nan,-0.1651535184969835
13,SE,chr3L:2253987-2255538-2255823-2257111,-0.124,0.4029112705,-0.14769360735200499
13,SE,chr2R:14977474-14977686-14977924-14978229,0.159,nan,0.05763731115854476
13,SE,chr3L:15852250-15855756-15856354-15859811,0.128,nan,nan
13,SE,chr3R:5707942-5708020-5708183-5708498,-0.377,-0.2192357505,-0.462839311226408
13,SE,chr2R:16664205-16667313-16667449-16667551,-0.086,nan,-0.07563351355179464
13,SE,chr3L:16107787-16108851-16109055-16109621,-0.166,-0.2604830709,-0.2279525168886711
13,SE,chrX:2028028-2028664-2028751-2029774,0.62,nan,nan
13,SE,chr3L:3121200-3126866-3127026-3127652,-0.178,nan,-0.20635903271824962
13,SE,chr3L:12370333-12371543-12371604-12371760,0.103,nan,0.15295274897656197
13,SE,chr3R:30389329-30389415-30389443-30389696,-0.024,nan,-0.036417555072558574
13,SE,chr3L:8635082-8637438-8637599-8638156,-0.166,-0.2267554563,-0.16724165444030398
13,SE,chrX:11381981-11382935-11383113-11387771,0.06,nan,-0.014152477111320269
13,SE,chr2L:11803899-11806047-11806158-11808013,-0.069,nan,-0.03961189195442205
13,SE,chr2L:7696207-7696593-7696808-7697976,-0.223,nan,nan
13,SE,chr2L:3367720-3367903-3368195-3372778,0.128,nan,0.1416329711619566
13,SE,chrX:6665687-6666239-6666270-6666849,nan,0.223829778,0.009843568629279487
13,SE,chrX:12589168-12589255-12589322-12589840,-0.5,nan,-0.14238200823566677
13,SE,chr2R:7467051-7467220-7467317-7467482,0.207,nan,0.13766054632525676
13,SE,chr2R:2495024-2515642-2515909-2553782,0.209,nan,nan
13,SE,chr3L:3901771-3902526-3902708-3903003,0.361,nan,nan
13,SE,chrX:13806665-13808369-13808495-13809280,-0.825,nan,nan
13,SE,chr3R:31857972-31864596-31864631-31865131,-0.025,nan,nan
13,SE,chr3R:5486885-5487050-5487178-5487834,0.137,0.3005556465,0.40270865612612633
13,SE,chr3L:8627731-8634582-8634784-8635001,0.052,nan,nan
13,SE,chrX:4953622-4954116-4954625-4954970,0.472,nan,0.1544984255510572
13,SE,chrX:2476030-2478422-2478507-2480733,-0.267,nan,-0.28085933658920353
13,SE,chr3L:1577132-1588754-1588953-1592743,-0.606,nan,-0.45248538011695905
13,SE,chr3R:6653291-6654022-6654122-6654469,-0.298,-0.3794583301,-0.31949512741206454
13,SE,chrX:15072649-15072785-15072968-15073340,-0.116,-0.0861193624,-0.36515441437218515
13,SE,chr3R:14791253-14793442-14793889-14794528,nan,-0.5367693109,0.04859550004955904
13,SE,chr3R:5762756-5776924-5777126-5780863,0.063,nan,-0.2635934171490197
13,SE,chr3L:12852278-12852426-12852529-12852615,-0.163,nan,-0.055774525206531145
13,SE,chr3L:8635082-8635680-8635753-8637438,0.218,0.2144236957,0.19547819456667298
13,SE,chr3L:7339618-7340051-7340771-7340875,0.159,nan,nan
13,SE,chr3L:6754808-6755072-6755124-6755419,0.173,0.2710096924,0.08966771200683155
13,SE,chr3R:16289840-16292475-16292551-16292723,-0.087,nan,-0.14658346008483034
13,SE,chr2L:19548696-19549858-19549929-19551681,-0.097,nan,nan
13,SE,chr3L:8312751-8313010-8313152-8313956,0.274,0.3417690047,0.3643924309661506
13,SE,chrX:12600442-12601582-12601898-12603009,0.749,0.239947307,0.7170830668581794
13,SE,chr3L:9830786-9830999-9831441-9832198,nan,0.1008610415,0.10722042216303918
13,SE,chr2R:15765448-15773040-15773254-15773815,0.232,0.3529014445,0.09017041659729441
13,SE,chr2L:110878-111004-111118-111906,-0.105,nan,-0.07241422788618551
13,SE,chr2L:4879197-4880377-4880473-4881214,0.164,nan,nan
13,SE,chr2L:5043384-5044582-5044690-5045821,-0.029,nan,-0.013929872907635928
13,SE,chrX:15483421-15484529-15484893-15485121,-0.033,nan,-0.06876818774993347
13,SE,chr3L:16964979-16966067-16966359-16967381,0.271,0.2897118964,0.2680982594648395
13,SE,chr4:447236-449923-449969-450241,-0.101,0.0839119905,-0.054867336778334885
13,SE,chr2L:16724994-16725891-16726114-16727009,-0.108,-0.0844919539,-0.1165009244293624
13,SE,chrX:16362055-16363357-16364631-16365204,0.045,nan,nan
13,SE,chr3R:13756663-13756889-13757028-13757182,0.142,nan,0.41481481481481486
13,SE,chr2L:67112-67388-67508-67568,-0.103,nan,nan
13,SE,chr3R:27066666-27067121-27067200-27069143,nan,-0.4790729898,-0.23152156485489817
13,SE,chr3R:22605571-22606827-22607041-22607196,-0.102,nan,nan
13,SE,chr3L:2500463-2501069-2501142-2502594,0.382,nan,0.5008150126901485
13,SE,chr3R:21792147-21803683-21805176-21817100,-0.086,nan,nan
13,SE,chr4:883642-884045-884121-885759,-0.096,nan,nan
13,SE,chr3R:18011714-18012095-18012151-18013147,0.689,nan,nan
13,SE,chr2R:21205815-21206876-21207513-21208469,0.463,nan,0.30115532198865547
13,SE,chr3L:1525393-1525641-1525704-1527189,0.318,nan,nan
13,SE,chr2L:7033019-7034764-7034913-7035406,-0.06,nan,nan
13,SE,chrX:10057666-10059690-10059841-10060447,-0.669,nan,nan
13,SE,chrX:8584576-8584842-8584924-8585809,-0.197,nan,-0.2296784696784696
13,SE,chr3R:27066666-27066728-27066885-27069143,0.351,nan,nan
13,SE,chr3L:12207938-12212652-12212768-12213092,0.399,nan,0.3452798044365143
13,SE,chr3L:1577132-1588752-1588953-1592743,-0.652,-0.2714220443,-0.6083782958363025
13,SE,chr3L:1654727-1654806-1655152-1655253,0.584,nan,0.40860058279231676
13,SE,chr3R:13760363-13761307-13761778-13762700,0.314,nan,0.2874077816606552
13,SE,chrX:13752028-13754829-13755062-13755252,nan,0.2821563699,-0.04976851851851849
13,SE,chr2R:10470750-10471213-10471274-10471439,0.188,nan,nan
13,SE,chr3R:17105814-17106279-17106847-17106953,-0.495,-0.4613775648,-0.5051808597975393
13,SE,chr3R:24620105-24620169-24620236-24620378,-0.501,-0.4867498791,-0.44907819742826915
13,SE,chrX:18091391-18091554-18091655-18091951,-0.028,-0.0516585378,-0.13054872012548
13,SE,chrX:7284759-7285360-7285785-7285913,-0.111,nan,-0.24904489589463405
13,SE,chr2R:19164176-19165163-19165529-19170685,nan,0.2520142397,-0.15895926560888207
13,SE,chrX:11398823-11399741-11399817-11405273,0.242,nan,0.21725146198830414
13,SE,chr3L:15602516-15604835-15605281-15606658,-0.219,nan,-0.386002886002886
13,SE,chr2R:7635201-7635515-7635606-7638597,0.533,0.6336785682,0.40045342511868054
13,SE,chrX:11673462-11673730-11675027-11675330,-0.11,nan,-0.1854413084222551
13,SE,chr3R:11591308-11591994-11592013-11592366,-0.166,-0.157070521,-0.2789042917782165
13,SE,chr2R:21022134-21023064-21023166-21023433,-0.197,nan,-0.07910773896471612
13,SE,chr2L:16786815-16787516-16787581-16788020,-0.614,-0.2158649824,-0.3090340619988444
13,SE,chrX:21209879-21211079-21211275-21211686,nan,0.7587256954,0.06288290169869115
13,SE,chr4:231978-232278-232849-234264,0.152,0.1496821734,-0.01666680555692779
13,SE,chr3R:3469479-3523413-3523948-3584979,-0.063,nan,nan
13,SE,chr3R:18379365-18380212-18380355-18381079,0.187,nan,-0.4873015873015873
13,SE,chr2L:7696207-7696593-7696808-7698724,0.131,nan,nan
13,SE,chr2R:6926299-6926669-6926822-6927389,0.169,nan,0.19257309941520462
13,SE,chr3L:16063174-16063298-16063738-16063885,-0.104,nan,-0.23444976076555024
13,SE,chrX:13596749-13597380-13597405-13600069,0.499,nan,nan
13,SE,chr2R:19465695-19468789-19470339-19470596,0.17,nan,nan
13,SE,chr3L:12845854-12847049-12847157-12848369,0.195,0.2572963789,0.052598702397020136
13,SE,chr2L:6101799-6109772-6110225-6113029,-0.417,nan,nan
13,SE,chr3R:20990233-20991574-20991681-20992240,nan,0.4134148732,-0.09558548628881906
13,SE,chr2L:5952628-5952988-5953058-5953415,0.282,0.3123125831,0.20832581646130632
13,SE,chr2L:6975133-6975513-6975610-6975730,-0.409,nan,-0.3587174488928875
13,SE,chr2L:5548710-5549016-5549077-5549443,-0.409,-0.3845214576,-0.47182945341680566
13,SE,chr3R:21788103-21788873-21788928-21789448,-0.172,-0.7352560802,-0.18809249201300426
13,SE,chr3R:29042241-29042825-29042858-29044366,-0.502,nan,-0.4615553267749563
13,SE,chr4:1192771-1193559-1193655-1193707,-0.055,nan,nan
13,SE,chr2R:17867560-17867782-17868089-17868286,-0.03,nan,-0.012325245103565988
13,SE,chr3R:19851420-19851831-19851919-19852022,0.295,nan,0.39051739259535256
13,SE,chr3L:136336-141563-141692-141769,0.096,nan,nan
13,SE,chr2R:18424487-18424606-18424667-18424871,0.204,0.2210559772,0.2083900077622317
13,SE,chrX:17643248-17643680-17644179-17646519,0.482,0.4758864587,0.5038571497625217
13,SE,chrX:11398823-11400787-11400833-11405273,0.199,-0.396757361,0.29457439896036397
13,SE,chr2L:19717455-19719708-19720000-19725894,0.663,nan,nan
13,SE,chr3L:6562419-6587163-6587395-6590603,-0.094,nan,-0.36501425392852177
13,SE,chr2R:12280499-12295252-12295670-12296337,0.278,nan,-0.05569576622208203
13,SE,chrX:11698598-11699322-11699407-11700620,0.066,nan,nan
13,SE,chr2R:18423872-18423968-18424008-18424126,-0.413,nan,0.0
13,SE,chr4:210681-211589-211795-212627,-0.089,nan,nan
13,SE,chrX:2643733-2669633-2669754-2669912,-0.727,-0.6765052925,-0.5909495508105798
13,SE,chr3L:7529187-7532671-7532829-7533354,-0.218,nan,-0.17242286995376255
13,SE,chr3R:17694296-17694833-17695314-17695922,0.237,nan,0.2126812292716183
13,SE,chr2R:7969477-7969573-7969770-7969868,0.063,nan,nan
13,SE,chr4:210681-211853-211983-212627,-0.061,nan,-0.0954670583398789
13,SE,chrX:19520828-19521327-19521397-19521672,0.026,nan,0.015489619230896624
13,SE,chrX:19277978-19278973-19279988-19280172,0.061,nan,nan
13,SE,chr2R:17362098-17373076-17373162-17373817,0.35,nan,0.2702020202020203
13,SE,chr2L:20874433-20875079-20875137-20876911,0.739,0.5800302151,0.6200574226022629
13,SE,chr2R:16783883-16784769-16784909-16788154,nan,0.3735814047,-0.1326008175903312
13,SE,chr3R:19218512-19218683-19218765-19218968,-0.022,nan,nan
13,SE,chr2R:15936581-15937020-15937327-15937678,nan,0.2166564887,0.034605475731782076
13,SE,chr2R:12673340-12673898-12673929-12674205,-0.134,nan,nan
13,SE,chr3R:8828319-8828834-8831006-8832141,-0.09,-0.1942777552,-0.09998038369285053
13,SE,chr3R:13429770-13430192-13430751-13430922,0.51,0.3954889294,0.5253235868869541
13,SE,chr2R:10249828-10250368-10250587-10250878,-0.1,-0.1046338517,-0.1204644817492592
13,SE,chr3R:7195896-7197569-7197660-7198327,0.075,nan,nan
13,SE,chr3R:5545069-5545670-5545743-5546192,-0.123,nan,-0.47199126887641724
13,SE,chr3L:10636094-10636425-10636441-10636623,-0.347,-0.3348044237,-0.35345356169176223
13,SE,chr2R:15936581-15938114-15938268-15938446,-0.11,nan,nan
13,SE,chrX:10798994-10813248-10814094-10821318,0.105,nan,nan
13,SE,chr3R:9355704-9356423-9357456-9357983,-0.09,nan,nan
13,SE,chr3L:21002198-21003735-21004186-21004977,-0.749,nan,-0.8351443936151582
13,SE,chr3R:20958168-20960725-20960826-20963724,-0.067,nan,-0.0805720650230783
13,SE,chr2R:15221824-15221898-15221981-15222043,-0.452,-0.3119101031,-0.39704521544144183
13,SE,chrX:9095652-9096765-9096826-9097354,-0.113,nan,-0.26395480047744496
13,SE,chrX:6786813-6787095-6787267-6787350,0.275,nan,0.019490531255237142
13,SE,chr3R:30573073-30574240-30574527-30575431,-0.027,nan,nan
13,SE,chr2L:3884519-3886983-3887557-3893261,0.252,nan,0.23607918263090677
13,SE,chr3L:21303550-21303807-21303838-21303909,0.088,0.1139929723,0.08910230885188197
13,SE,chrX:21211800-21279181-21279187-21281045,nan,0.1085640904,-0.018000156370125198
13,SE,chr3R:30573073-30574240-30574527-30578116,-0.161,nan,-0.309059298189733
13,SE,chr3L:9972398-9972921-9973002-9973093,-0.191,nan,-0.13282733697088211
13,SE,chr3L:20828341-20829384-20829541-20832845,nan,0.2988353928,-0.2160139326923186
13,SE,chr2R:18437613-18437939-18437978-18438207,0.059,nan,nan
13,SE,chr3R:16632769-16634373-16634383-16635085,0.13,nan,nan
13,SE,chr2R:7640618-7640831-7646427-7648296,-0.084,nan,-0.1445620223398001
13,SE,chr4:189249-189997-190062-193544,-0.139,nan,nan
13,SE,chr3R:13647201-13647382-13647547-13648917,-0.08,nan,nan
13,SE,chr3L:6754494-6754744-6754808-6755419,0.121,nan,0.12746807191951626
13,SE,chrX:18636320-18636613-18636874-18637412,0.383,0.3441309837,0.38453704024051294
13,SE,chr3R:29879811-29896697-29897230-29897299,-0.058,nan,nan
13,SE,chr2R:8076449-8077259-8077293-8077730,-0.228,nan,-0.22064784424777528
13,SE,chr3L:21879942-21888633-21888693-21907345,nan,0.1594054804,-0.017281923977689524
13,SE,chr2R:17520929-17521831-17521907-17523823,0.343,nan,nan
13,SE,chr3L:4612890-4625209-4625394-4625936,-0.051,nan,nan
13,SE,chr3R:26978869-26981532-26981752-26983962,0.274,nan,nan
13,SE,chr2R:12612852-12613566-12614346-12615906,0.244,0.2189233755,0.36187912124744914
13,SE,chr2L:6572543-6573698-6573806-6574015,-0.133,nan,-0.08342245989304814
13,SE,chr3R:11678873-11678943-11679399-11679566,0.09,nan,nan
13,SE,chr3R:13643210-13644358-13644571-13645752,-0.129,nan,-0.2635107689178573
13,SE,chr2L:17394493-17398596-17398717-17398853,-0.155,nan,nan
13,SE,chr3L:14200808-14212193-14212233-14213088,-0.05,nan,nan
13,SE,chrX:16278548-16278693-16278762-16280977,-0.352,nan,nan
13,SE,chr3R:4642009-4642288-4642429-4642568,0.305,0.1809989827,0.27147155994230104
13,SE,chr2R:10105826-10106633-10106798-10107466,-0.041,nan,nan
13,SE,chr2R:11644965-11650814-11651208-11651323,0.044,nan,nan
13,SE,chr3L:23746545-23747758-23747813-23747872,-0.13,-0.1363715588,-0.2692567004045415
13,SE,chrX:4134904-4135410-4135498-4136568,-0.061,nan,-0.04853128991060024
13,SE,chr2R:12512784-12512872-12513260-12513359,-0.513,-0.5084926159,-0.5102120129580083
13,SE,chr3L:10587688-10587842-10587897-10589355,nan,-0.3252279281,0.14133640102163103
13,SE,chr3L:19487107-19487161-19487250-19487969,-0.04,nan,-0.011809540801606566
13,SE,chr2L:6329698-6330122-6330719-6330770,0.128,nan,0.17568158689215807
13,SE,chr2L:10978707-10978879-10978982-10980444,-0.343,-0.145704313,-0.42624797433498157
13,SE,chr3R:16292835-16295668-16295821-16296661,0.065,nan,nan
13,SE,chr3L:9824641-9824802-9827896-9830633,-0.015,nan,0.09379577343519016
13,SE,chr2L:21062609-21069354-21069608-21071302,-0.083,nan,nan
13,SE,chr3L:343653-343954-344040-344106,0.194,nan,0.21580430492089697
13,SE,chr2L:18617725-18631742-18631775-18649597,0.102,nan,0.07984527549744946
13,SE,chr3R:27550482-27550584-27550708-27550872,-0.179,nan,-0.18632150384995916
13,SE,chr2R:6926299-6927389-6928152-6928508,-0.503,nan,-0.38203093203093197
13,SE,chr3L:1525393-1525641-1525701-1527189,0.262,nan,nan
13,SE,chr3R:29136700-29136904-29136911-29137075,-0.128,-0.1231423762,-0.13938626449460012
13,SE,chr2R:11441491-11441649-11441873-11441934,-0.02,nan,-0.009451990531896612
13,SE,chr2R:18757523-18757622-18757929-18758030,-0.799,-0.6712252037,-0.7678761031882466
13,SE,chr2R:14176692-14177174-14177478-14177884,0.375,0.5342891453,0.6149659863945578
13,SE,chr3R:16297346-16298469-16298551-16301244,0.16,nan,nan
13,SE,chrX:17677504-17681292-17681830-17682426,nan,0.4056325305,0.5389335419139065
13,SE,chr3L:20771865-20772604-20772964-20773793,-0.61,-0.2562084274,-0.5356263843292983
13,SE,chrX:21036638-21037609-21037995-21038745,-0.168,-0.1633493765,-0.18675417873340552
13,SE,chr3L:9686464-9688530-9688600-9689264,-0.263,-0.2119338862,-0.41177704946363064
13,SE,chrX:10798994-10799750-10799925-10813248,nan,-0.5282532055,-0.15955865367630073
13,SE,chr3L:4127163-4128307-4128974-4129650,0.117,nan,0.21408221408221406
13,SE,chr3L:16959885-16960537-16960668-16962334,-0.063,nan,nan
13,SE,chrX:18106033-18106505-18106549-18106680,-0.449,-0.3384145613,-0.44579897217075054
13,SE,chr3R:13021643-13024799-13025045-13025388,0.12,0.1543837153,0.1621149931799954
13,SE,chrX:12640840-12643872-12644768-12651109,0.124,nan,nan
13,SE,chr2R:11581399-11581627-11581750-11583014,0.236,nan,nan
13,SE,chr3R:4670851-4680228-4680580-4680778,0.06,nan,-0.16050910442214783
13,SE,chr3R:10027382-10037815-10037891-10041971,-0.293,nan,-0.24248366013071898
13,SE,chrX:11226079-11232651-11232726-11236619,0.212,nan,nan
13,SE,chrX:15338705-15338836-15338925-15339626,0.071,nan,nan
13,SE,chr3L:8985309-8985418-8985668-8985976,0.191,nan,nan
13,SE,chr2L:3723765-3724883-3725197-3726678,-0.167,nan,0.4866096866096866
13,SE,chr2R:6926299-6926472-6926592-6926669,-0.155,-0.2684015813,-0.18197418752447214
13,SE,chr3L:7352099-7352234-7352734-7353342,-0.126,nan,nan
13,SE,chr4:1220689-1221261-1221283-1221490,0.189,nan,0.27115501415840026
13,SE,chr4:474769-474959-475105-477291,0.117,nan,nan
13,SE,chrX:11390541-11394222-11394247-11395239,0.236,nan,0.22071630020366417
13,SE,chrX:1077513-1088671-1088766-1102346,-0.023,nan,-0.055062326248766946
13,SE,chr2R:16789916-16790155-16790267-16790738,-0.098,nan,-0.08232940372980568
13,SE,chr3L:4127163-4129650-4129792-4131120,-0.733,-0.5743191759,-0.5512445123347478
13,SE,chr3L:2508866-2509363-2509501-2511162,0.261,nan,0.008973699210941266
13,SE,chr2L:21275807-21279883-21280448-21281131,-0.078,nan,-0.11529046197933167
13,SE,chr3R:30573073-30575431-30575949-30578116,-0.237,nan,nan
13,SE,chr3R:5584679-5584779-5584836-5585171,0.097,nan,0.02294691576936586
13,SE,chrX:16550466-16551474-16551490-16552339,0.357,0.3297449559,0.2791810006289196
13,SE,chr2L:4879197-4880293-4880473-4881214,0.087,nan,nan
13,SE,chr3L:1499338-1501345-1501398-1501798,-0.373,nan,-0.4015809587238159
13,SE,chr3L:17541404-17541675-17541967-17543504,-0.036,nan,-0.07227223013169642
13,SE,chr3R:15299348-15300109-15300181-15300746,0.168,nan,nan
13,SE,chr2R:10888226-10888282-10888397-10888470,0.281,nan,0.28454987719365343
13,SE,chr3L:18642364-18652908-18652950-18661356,0.101,nan,nan
13,SE,chr2L:2997060-2997491-2997531-2997790,0.426,0.4318835723,0.3533195888361719
13,SE,chr3L:7535645-7536710-7536770-7536975,-0.185,nan,-0.2987071063050942
13,SE,chr2R:10113171-10113542-10113652-10114125,-0.563,nan,nan
13,SE,chr3R:30573073-30575431-30575949-30577178,-0.788,-0.5917784202,-0.7619910227470467
13,SE,chr3R:13696347-13696441-13696769-13696826,-0.27,-0.1758972514,-0.19738812065189895
13,SE,chr3R:31959128-31975447-31975566-31979522,-0.374,nan,nan
13,SE,chr3R:13021643-13024799-13025030-13025388,0.17,0.1389660111,0.190336282725033
13,SE,chr2L:20738976-20739191-20740064-20749270,0.643,0.7332034979,0.6502157919616438
13,SE,chrX:2381945-2383495-2383604-2384238,-0.0,nan,0.0277777777777779
